event_id,timestamp,vehicle_model,vin,station,joint,tool_id,target_torque_nm,tolerance_nm,actual_torque_nm,angle_required,actual_angle_deg,sop_id,sop_chunks_used,result,violations,tool_error
EVT-000122,2026-03-03T08:00:21.000Z,Hatch-A,VIN1862407093,POWERTRAIN_ST-05,ENGINE_MOUNT_REAR_RIGHT,PNEUMATIC_TQ,85,5,84.2,30.0,29.3,SOP-GEN-0006,[],OK,[],
EVT-000123,2026-03-03T08:01:56.000Z,EV-Q,VIN9033293776,POWERTRAIN_ST-05,TRANSMISSION_MOUNT_BOLT,PNEUMATIC_TQ,45,5,46.6,15.0,14.9,SOP-GEN-0020,[],OK,[],
EVT-000124,2026-03-03T08:02:57.000Z,Hatch-A,VIN9503787171,INTERIOR_ST-08,WHEEL_LUG_NUT_RL,MANUAL_WRENCH,120,10,123.7,,,SOP-GEN-0071,[],OK,[],
EVT-000125,2026-03-03T08:03:50.000Z,EV-Q,VIN2595467139,INTERIOR_ST-08,WHEEL_LUG_NUT_RL,MANUAL_WRENCH,120,10,120.1,,,SOP-GEN-0071,[],OK,[],
EVT-000126,2026-03-03T08:04:37.000Z,Truck-T,VIN3620283102,POWERTRAIN_ST-05,WHEEL_LUG_NUT_FL,MANUAL_WRENCH,120,10,119.7,,,SOP-GEN-0022,[],OK,[],
EVT-000127,2026-03-03T08:05:24.000Z,Hatch-A,VIN5454792171,CHASSIS_ST-14,SEAT_FRAME_REAR_R,PNEUMATIC_TQ,45,5,45.7,,,SOP-GEN-0066,[],OK,[],
EVT-000128,2026-03-03T08:06:02.000Z,Truck-T,VIN5877639950,FINAL_ASSY_ST-22,WHEEL_LUG_NUT_RR,DC_GUN,120,10,119.1,,,SOP-GEN-0070,[],OK,[],
EVT-000129,2026-03-03T08:06:52.000Z,Sedan-X,VIN8875651818,POWERTRAIN_ST-05,SEAT_FRAME_REAR_L,PNEUMATIC_TQ,45,5,43.6,,,SOP-GEN-0073,[],OK,[],
EVT-000130,2026-03-03T08:07:33.000Z,Hatch-A,VIN7199283151,CHASSIS_ST-14,WHEEL_LUG_NUT_FR,MANUAL_WRENCH,120,10,118.3,,,SOP-GEN-0026,[],OK,[],
EVT-000131,2026-03-03T08:08:16.000Z,SUV-Z,VIN5555027957,FINAL_ASSY_ST-22,WHEEL_LUG_NUT_RR,DC_GUN,120,10,121.9,,,SOP-GEN-0070,[],OK,[],
EVT-000132,2026-03-03T08:08:55.000Z,EV-Q,VIN9983668939,FINAL_ASSY_ST-22,WHEEL_LUG_NUT_RR,DC_GUN,120,10,119.8,,,SOP-GEN-0070,[],OK,[],
EVT-000133,2026-03-03T08:09:26.000Z,Truck-T,VIN1881351238,CHASSIS_ST-14,WHEEL_LUG_NUT_FR,MANUAL_WRENCH,120,10,120.3,,,SOP-GEN-0026,[],OK,[],
EVT-000134,2026-03-03T08:10:14.000Z,Truck-T,VIN5307145891,INTERIOR_ST-08,ENGINE_MOUNT_FRONT_RIGHT,DC_GUN,85,5,84.3,15.0,15.3,SOP-GEN-0010,[],OK,[],
EVT-000135,2026-03-03T08:11:17.000Z,Hatch-A,VIN5358791907,POWERTRAIN_ST-05,TRANSMISSION_MOUNT_BOLT,PNEUMATIC_TQ,45,5,46.7,15.0,17.3,SOP-GEN-0020,[],OK,[],
EVT-000136,2026-03-03T08:12:22.000Z,Sedan-X,VIN5567946981,POWERTRAIN_ST-05,WHEEL_LUG_NUT_FL,MANUAL_WRENCH,120,10,122.6,,,SOP-GEN-0022,[],OK,[],
EVT-000137,2026-03-03T08:13:12.000Z,Truck-T,VIN6590459705,FINAL_ASSY_ST-22,WHEEL_LUG_NUT_RR,DC_GUN,120,10,118.6,,,SOP-GEN-0070,[],OK,[],
EVT-000138,2026-03-03T08:13:57.000Z,EV-Q,VIN5758659815,CHASSIS_ST-14,WHEEL_LUG_NUT_FR,MANUAL_WRENCH,120,10,120.4,,,SOP-GEN-0026,[],OK,[],
EVT-000139,2026-03-03T08:14:38.000Z,Truck-T,VIN6691628146,INTERIOR_ST-08,WHEEL_LUG_NUT_RL,MANUAL_WRENCH,120,10,119.5,,,SOP-GEN-0071,[],OK,[],
EVT-000140,2026-03-03T08:15:31.000Z,EV-Q,VIN4014119648,CHASSIS_ST-14,SEAT_FRAME_REAR_R,PNEUMATIC_TQ,45,5,45.5,,,SOP-GEN-0066,[],OK,[],
EVT-000141,2026-03-03T08:16:10.000Z,EV-Q,VIN5703357871,CHASSIS_ST-14,SEAT_FRAME_REAR_R,PNEUMATIC_TQ,45,5,45.8,,,SOP-GEN-0066,[],OK,[],
EVT-000142,2026-03-03T08:16:53.000Z,Sedan-X,VIN1366637148,POWERTRAIN_ST-05,TRANSMISSION_MOUNT_BOLT,PNEUMATIC_TQ,45,5,44.3,15.0,17.0,SOP-GEN-0020,[],OK,[],
EVT-000143,2026-03-03T08:18:03.000Z,Truck-T,VIN9847550931,INTERIOR_ST-08,SUSPENSION_ARM_BOLT_F,DC_GUN,100,5,101.9,,,SOP-GEN-0016,[],OK,[],
EVT-000144,2026-03-03T08:19:18.000Z,EV-Q,VIN4096932037,FINAL_ASSY_ST-22,WHEEL_LUG_NUT_RR,DC_GUN,120,10,116.6,,,SOP-GEN-0070,[],OK,[],
EVT-000145,2026-03-03T08:20:01.000Z,Truck-T,VIN1913706213,INTERIOR_ST-08,SUSPENSION_ARM_BOLT_F,DC_GUN,100,5,101.1,,,SOP-GEN-0016,[],OK,[],
EVT-000146,2026-03-03T08:21:12.000Z,Sedan-X,VIN8570333548,FINAL_ASSY_ST-22,ENGINE_MOUNT_FRONT_LEFT,ELECTRIC_ANGLE_GUN,85,5,85.5,30.0,28.9,SOP-GEN-0036,[],OK,[],
EVT-000147,2026-03-03T08:22:45.000Z,Truck-T,VIN3391179068,POWERTRAIN_ST-05,SEAT_FRAME_REAR_L,PNEUMATIC_TQ,45,5,46.5,,,SOP-GEN-0073,[],OK,[],
EVT-000148,2026-03-03T08:23:13.000Z,SUV-Z,VIN1026224160,FINAL_ASSY_ST-22,ENGINE_MOUNT_REAR_LEFT,MANUAL_WRENCH,85,5,82.8,30.0,30.3,SOP-GEN-0003,[],OK,[],
EVT-000149,2026-03-03T08:24:24.000Z,Sedan-X,VIN9984030846,INTERIOR_ST-08,WHEEL_LUG_NUT_RL,MANUAL_WRENCH,120,10,115.5,,,SOP-GEN-0071,[],OK,[],
EVT-000150,2026-03-03T08:25:11.000Z,SUV-Z,VIN1225953184,INTERIOR_ST-08,STEERING_COLUMN_BOLT,ELECTRIC_ANGLE_GUN,40,5,39.2,,,SOP-GEN-0014,[],OK,[],
EVT-000151,2026-03-03T08:25:52.000Z,EV-Q,VIN7193532615,INTERIOR_ST-08,WHEEL_LUG_NUT_RL,MANUAL_WRENCH,120,10,120.9,,,SOP-GEN-0071,[],OK,[],
EVT-000152,2026-03-03T08:26:31.000Z,Truck-T,VIN8160279830,FINAL_ASSY_ST-22,WHEEL_LUG_NUT_RR,DC_GUN,120,10,119.5,,,SOP-GEN-0070,[],OK,[],
EVT-000153,2026-03-03T08:27:04.000Z,Sedan-X,VIN1033015788,INTERIOR_ST-08,STEERING_COLUMN_BOLT,ELECTRIC_ANGLE_GUN,40,5,40.4,,,SOP-GEN-0014,[],OK,[],
EVT-000154,2026-03-03T08:27:54.000Z,EV-Q,VIN8503368512,POWERTRAIN_ST-05,ENGINE_MOUNT_REAR_RIGHT,PNEUMATIC_TQ,85,5,85.1,30.0,28.8,SOP-GEN-0006,[],OK,[],
EVT-000155,2026-03-03T08:28:59.000Z,SUV-Z,VIN5604529187,INTERIOR_ST-08,STEERING_COLUMN_BOLT,ELECTRIC_ANGLE_GUN,40,5,39.3,,,SOP-GEN-0014,[],OK,[],
EVT-000156,2026-03-03T08:29:58.000Z,Truck-T,VIN8044354825,POWERTRAIN_ST-05,SEAT_FRAME_REAR_L,PNEUMATIC_TQ,45,5,55.2,,,SOP-GEN-0073,[],OverTorque,"[""over_torque""]",
EVT-000157,2026-03-03T08:30:30.000Z,Truck-T,VIN2554145481,INTERIOR_ST-08,STEERING_COLUMN_BOLT,ELECTRIC_ANGLE_GUN,40,5,40.9,,,SOP-GEN-0014,[],OK,[],
EVT-000158,2026-03-03T08:31:21.000Z,SUV-Z,VIN8498174646,FINAL_ASSY_ST-22,ENGINE_MOUNT_FRONT_LEFT,ELECTRIC_ANGLE_GUN,85,5,85.1,30.0,29.5,SOP-GEN-0036,[],OK,[],
EVT-000159,2026-03-03T08:32:35.000Z,Hatch-A,VIN6795522649,FINAL_ASSY_ST-22,ENGINE_MOUNT_REAR_LEFT,MANUAL_WRENCH,85,5,85.2,30.0,28.8,SOP-GEN-0003,[],OK,[],
EVT-000160,2026-03-03T08:34:10.000Z,Hatch-A,VIN3815389788,FINAL_ASSY_ST-22,ENGINE_MOUNT_FRONT_LEFT,ELECTRIC_ANGLE_GUN,85,5,84.1,30.0,30.0,SOP-GEN-0036,[],OK,[],
EVT-000161,2026-03-03T08:35:26.000Z,Truck-T,VIN7977267911,CHASSIS_ST-14,SEAT_FRAME_REAR_R,PNEUMATIC_TQ,45,5,45.6,,,SOP-GEN-0066,[],OK,[],
EVT-000162,2026-03-03T08:36:00.000Z,SUV-Z,VIN3540128512,CHASSIS_ST-14,SEAT_FRAME_REAR_R,PNEUMATIC_TQ,45,5,46.0,,,SOP-GEN-0066,[],OK,[],
EVT-000163,2026-03-03T08:36:33.000Z,Sedan-X,VIN5539308214,FINAL_ASSY_ST-22,BRAKE_CALIPER_BOLT,MANUAL_WRENCH,60,5,60.4,,,SOP-GEN-0031,[],OK,[],
EVT-000164,2026-03-03T08:37:14.000Z,Truck-T,VIN5471158508,INTERIOR_ST-08,WHEEL_LUG_NUT_RL,MANUAL_WRENCH,120,10,118.2,,,SOP-GEN-0071,[],OK,[],
EVT-000165,2026-03-03T08:38:03.000Z,Truck-T,VIN5560712830,POWERTRAIN_ST-05,SUSPENSION_ARM_BOLT_R,DC_GUN,100,5,99.2,,,SOP-GEN-0034,[],OK,[],
EVT-000166,2026-03-03T08:38:51.000Z,EV-Q,VIN9551219870,INTERIOR_ST-08,WHEEL_LUG_NUT_RL,MANUAL_WRENCH,120,10,118.8,,,SOP-GEN-0071,[],OK,[],
EVT-000167,2026-03-03T08:39:37.000Z,SUV-Z,VIN6958908766,INTERIOR_ST-08,SUSPENSION_ARM_BOLT_F,DC_GUN,100,5,100.0,,,SOP-GEN-0016,[],OK,[],
EVT-000168,2026-03-03T14:01:13.000Z,Sedan-X,VIN6955247915,CHASSIS_ST-14,WHEEL_LUG_NUT_FR,MANUAL_WRENCH,120,10,120.7,,,SOP-GEN-0026,[],OK,[],
EVT-000169,2026-03-03T14:01:50.000Z,Hatch-A,VIN9232363331,POWERTRAIN_ST-05,SUSPENSION_ARM_BOLT_R,DC_GUN,100,5,98.6,,,SOP-GEN-0034,[],OK,[],
EVT-000170,2026-03-03T14:02:46.000Z,EV-Q,VIN9991312028,POWERTRAIN_ST-05,ENGINE_MOUNT_REAR_RIGHT,PNEUMATIC_TQ,85,5,83.0,30.0,28.0,SOP-GEN-0006,[],OK,[],
EVT-000171,2026-03-03T14:04:31.000Z,SUV-Z,VIN3088517710,INTERIOR_ST-08,SUSPENSION_ARM_BOLT_F,DC_GUN,100,5,100.9,,,SOP-GEN-0016,[],OK,[],
EVT-000172,2026-03-03T14:05:17.000Z,Truck-T,VIN9752058817,POWERTRAIN_ST-05,ENGINE_MOUNT_REAR_RIGHT,PNEUMATIC_TQ,85,5,85.1,30.0,30.4,SOP-GEN-0006,[],OK,[],
EVT-000173,2026-03-03T14:06:32.000Z,Hatch-A,VIN2879792991,INTERIOR_ST-08,STEERING_COLUMN_BOLT,ELECTRIC_ANGLE_GUN,40,5,39.6,,,SOP-GEN-0014,[],OK,[],
EVT-000174,2026-03-03T14:07:31.000Z,EV-Q,VIN6322188162,FINAL_ASSY_ST-22,ENGINE_MOUNT_FRONT_LEFT,ELECTRIC_ANGLE_GUN,85,5,86.3,30.0,29.6,SOP-GEN-0036,[],OK,[],
EVT-000175,2026-03-03T14:08:57.000Z,SUV-Z,VIN8636984580,INTERIOR_ST-08,SUSPENSION_ARM_BOLT_F,DC_GUN,100,5,99.4,,,SOP-GEN-0016,[],OK,[],
EVT-000176,2026-03-03T14:10:01.000Z,SUV-Z,VIN9814045133,FINAL_ASSY_ST-22,ENGINE_MOUNT_REAR_LEFT,MANUAL_WRENCH,85,5,83.8,30.0,30.3,SOP-GEN-0003,[],OK,[],
EVT-000177,2026-03-03T14:11:32.000Z,Truck-T,VIN4655730355,FINAL_ASSY_ST-22,WHEEL_LUG_NUT_RR,DC_GUN,120,10,119.0,,,SOP-GEN-0070,[],OK,[],
EVT-000178,2026-03-03T14:12:08.000Z,EV-Q,VIN4910589015,FINAL_ASSY_ST-22,ENGINE_MOUNT_REAR_LEFT,MANUAL_WRENCH,85,5,84.7,30.0,33.2,SOP-GEN-0003,[],OK,[],
EVT-000179,2026-03-03T14:13:37.000Z,EV-Q,VIN5271453859,POWERTRAIN_ST-05,WHEEL_LUG_NUT_FL,MANUAL_WRENCH,120,10,118.3,,,SOP-GEN-0022,[],OK,[],
EVT-000180,2026-03-03T14:14:20.000Z,Sedan-X,VIN8086527181,POWERTRAIN_ST-05,WHEEL_LUG_NUT_FL,MANUAL_WRENCH,120,10,121.0,,,SOP-GEN-0022,[],OK,[],
EVT-000181,2026-03-03T14:14:53.000Z,Hatch-A,VIN7309779967,CHASSIS_ST-14,WHEEL_LUG_NUT_FR,MANUAL_WRENCH,120,10,119.1,,,SOP-GEN-0026,[],OK,[],
EVT-000182,2026-03-03T14:15:37.000Z,Truck-T,VIN2817865363,INTERIOR_ST-08,WHEEL_LUG_NUT_RL,MANUAL_WRENCH,120,10,140.2,,,SOP-GEN-0071,[],OverTorque,"[""over_torque""]",
EVT-000183,2026-03-03T14:16:18.000Z,Truck-T,VIN2963288053,FINAL_ASSY_ST-22,BRAKE_CALIPER_BOLT,MANUAL_WRENCH,60,5,60.5,,,SOP-GEN-0031,[],OK,[],
EVT-000184,2026-03-03T14:17:06.000Z,Truck-T,VIN5911625145,POWERTRAIN_ST-05,WHEEL_LUG_NUT_FL,MANUAL_WRENCH,120,10,121.0,,,SOP-GEN-0022,[],OK,[],
EVT-000185,2026-03-03T14:17:44.000Z,Sedan-X,VIN2548781344,INTERIOR_ST-08,SUSPENSION_ARM_BOLT_F,DC_GUN,100,5,100.1,,,SOP-GEN-0016,[],OK,[],
EVT-000186,2026-03-03T14:18:49.000Z,Sedan-X,VIN8025152555,INTERIOR_ST-08,STEERING_COLUMN_BOLT,ELECTRIC_ANGLE_GUN,40,5,41.0,,,SOP-GEN-0014,[],OK,[],
EVT-000187,2026-03-03T14:19:43.000Z,Sedan-X,VIN2428156550,POWERTRAIN_ST-05,WHEEL_LUG_NUT_FL,MANUAL_WRENCH,120,10,119.5,,,SOP-GEN-0022,[],OK,[],
EVT-000188,2026-03-03T14:20:20.000Z,Hatch-A,VIN8235656521,POWERTRAIN_ST-05,SUSPENSION_ARM_BOLT_R,DC_GUN,100,5,100.3,,,SOP-GEN-0034,[],OK,[],
EVT-000189,2026-03-03T14:21:32.000Z,EV-Q,VIN5453811475,FINAL_ASSY_ST-22,ENGINE_MOUNT_REAR_LEFT,MANUAL_WRENCH,85,5,85.1,30.0,29.5,SOP-GEN-0003,[],OK,[],
EVT-000190,2026-03-03T14:22:35.000Z,EV-Q,VIN7627266377,INTERIOR_ST-08,ENGINE_MOUNT_FRONT_RIGHT,DC_GUN,85,5,85.7,15.0,14.1,SOP-GEN-0010,[],OK,[],
EVT-000191,2026-03-03T14:23:42.000Z,SUV-Z,VIN2173456409,INTERIOR_ST-08,ENGINE_MOUNT_FRONT_RIGHT,DC_GUN,85,5,84.6,15.0,17.9,SOP-GEN-0010,[],OK,[],
EVT-000192,2026-03-03T14:25:08.000Z,Hatch-A,VIN7431813987,INTERIOR_ST-08,STEERING_COLUMN_BOLT,ELECTRIC_ANGLE_GUN,40,5,39.9,,,SOP-GEN-0014,[],OK,[],
EVT-000193,2026-03-03T14:26:16.000Z,Sedan-X,VIN6556684476,INTERIOR_ST-08,WHEEL_LUG_NUT_RL,MANUAL_WRENCH,120,10,115.8,,,SOP-GEN-0071,[],OK,[],
EVT-000194,2026-03-03T14:26:46.000Z,EV-Q,VIN7201539282,POWERTRAIN_ST-05,SUSPENSION_ARM_BOLT_R,DC_GUN,100,5,99.5,,,SOP-GEN-0034,[],OK,[],
EVT-000195,2026-03-03T14:27:36.000Z,EV-Q,VIN5071218314,INTERIOR_ST-08,SUSPENSION_ARM_BOLT_F,DC_GUN,100,5,99.3,,,SOP-GEN-0016,[],OK,[],
EVT-000196,2026-03-03T14:28:25.000Z,Sedan-X,VIN8650676663,INTERIOR_ST-08,SUSPENSION_ARM_BOLT_F,DC_GUN,100,5,98.3,,,SOP-GEN-0016,[],OK,[],
EVT-000197,2026-03-03T14:29:05.000Z,SUV-Z,VIN6850392220,INTERIOR_ST-08,WHEEL_LUG_NUT_RL,MANUAL_WRENCH,120,10,119.7,,,SOP-GEN-0071,[],OK,[],
EVT-000198,2026-03-03T14:29:49.000Z,Sedan-X,VIN3464975279,POWERTRAIN_ST-05,ENGINE_MOUNT_REAR_RIGHT,PNEUMATIC_TQ,85,5,83.9,30.0,26.7,SOP-GEN-0006,[],OK,[],
EVT-000199,2026-03-03T14:31:23.000Z,Sedan-X,VIN4159699467,INTERIOR_ST-08,STEERING_COLUMN_BOLT,ELECTRIC_ANGLE_GUN,40,5,39.7,,,SOP-GEN-0014,[],OK,[],
EVT-000200,2026-03-03T14:32:25.000Z,SUV-Z,VIN8318786687,FINAL_ASSY_ST-22,WHEEL_LUG_NUT_RR,DC_GUN,120,10,121.5,,,SOP-GEN-0070,[],OK,[],
EVT-000201,2026-03-03T14:33:05.000Z,Hatch-A,VIN9868845806,POWERTRAIN_ST-05,BATTERY_HOLD_DOWN,PNEUMATIC_TQ,65,5,65.2,,,SOP-GEN-0023,[],OK,[],
EVT-000202,2026-03-03T14:33:56.000Z,Hatch-A,VIN8703867299,FINAL_ASSY_ST-22,BRAKE_CALIPER_BOLT,MANUAL_WRENCH,60,5,60.5,,,SOP-GEN-0031,[],OK,[],
EVT-000203,2026-03-03T14:34:49.000Z,Hatch-A,VIN8689593739,FINAL_ASSY_ST-22,WHEEL_LUG_NUT_RR,DC_GUN,120,10,124.7,,,SOP-GEN-0070,[],OK,[],
EVT-000204,2026-03-03T14:35:25.000Z,EV-Q,VIN3369305560,INTERIOR_ST-08,SUSPENSION_ARM_BOLT_F,DC_GUN,100,5,101.1,,,SOP-GEN-0016,[],OK,[],
EVT-000205,2026-03-03T14:36:21.000Z,Truck-T,VIN3469178881,INTERIOR_ST-08,WHEEL_LUG_NUT_RL,MANUAL_WRENCH,120,10,117.1,,,SOP-GEN-0071,[],OK,[],
EVT-000206,2026-03-03T14:37:00.000Z,Truck-T,VIN2479679716,INTERIOR_ST-08,WHEEL_LUG_NUT_RL,MANUAL_WRENCH,120,10,127.4,,,SOP-GEN-0071,[],OK,[],
EVT-000207,2026-03-03T14:37:47.000Z,Sedan-X,VIN3225231724,POWERTRAIN_ST-05,ENGINE_MOUNT_REAR_RIGHT,PNEUMATIC_TQ,85,5,83.0,30.0,31.4,SOP-GEN-0006,[],OK,[],
EVT-000208,2026-03-03T14:39:01.000Z,Truck-T,VIN9138644862,FINAL_ASSY_ST-22,ENGINE_MOUNT_REAR_LEFT,MANUAL_WRENCH,85,5,84.3,30.0,32.1,SOP-GEN-0003,[],OK,[],
EVT-000209,2026-03-03T14:40:04.000Z,Hatch-A,VIN7979417888,INTERIOR_ST-08,ENGINE_MOUNT_FRONT_RIGHT,DC_GUN,85,5,85.9,15.0,13.6,SOP-GEN-0010,[],OK,[],
EVT-000210,2026-03-03T14:41:35.000Z,Truck-T,VIN7894019119,FINAL_ASSY_ST-22,ENGINE_MOUNT_REAR_LEFT,MANUAL_WRENCH,85,5,83.9,30.0,28.9,SOP-GEN-0003,[],OK,[],
EVT-000211,2026-03-03T14:43:02.000Z,SUV-Z,VIN3796581976,POWERTRAIN_ST-05,WHEEL_LUG_NUT_FL,MANUAL_WRENCH,120,10,124.3,,,SOP-GEN-0022,[],OK,[],
EVT-000212,2026-03-03T14:43:58.000Z,Truck-T,VIN9403748506,POWERTRAIN_ST-05,WHEEL_LUG_NUT_FL,MANUAL_WRENCH,120,10,122.4,,,SOP-GEN-0022,[],OK,[],
EVT-000213,2026-03-03T14:44:45.000Z,EV-Q,VIN7080049102,INTERIOR_ST-08,STEERING_COLUMN_BOLT,ELECTRIC_ANGLE_GUN,40,5,39.9,,,SOP-GEN-0014,[],OK,[],
EVT-000214,2026-03-03T14:45:40.000Z,Truck-T,VIN5912019621,POWERTRAIN_ST-05,SUSPENSION_ARM_BOLT_R,DC_GUN,100,5,102.6,,,SOP-GEN-0034,[],OK,[],
EVT-000215,2026-03-03T14:46:52.000Z,SUV-Z,VIN5751023835,INTERIOR_ST-08,SUSPENSION_ARM_BOLT_F,DC_GUN,100,5,102.8,,,SOP-GEN-0016,[],OK,[],
EVT-000216,2026-03-03T14:47:48.000Z,SUV-Z,VIN2931000173,FINAL_ASSY_ST-22,WHEEL_LUG_NUT_RR,DC_GUN,120,10,122.2,,,SOP-GEN-0070,[],OK,[],
EVT-000217,2026-03-03T14:48:20.000Z,Hatch-A,VIN4875395503,CHASSIS_ST-14,WHEEL_LUG_NUT_FR,MANUAL_WRENCH,120,10,119.5,,,SOP-GEN-0026,[],OK,[],
EVT-000218,2026-03-03T14:49:05.000Z,Truck-T,VIN7299922974,INTERIOR_ST-08,ENGINE_MOUNT_FRONT_RIGHT,DC_GUN,85,5,88.5,15.0,15.1,SOP-GEN-0010,[],OK,[],
EVT-000219,2026-03-03T14:50:29.000Z,EV-Q,VIN7465834732,POWERTRAIN_ST-05,WHEEL_LUG_NUT_FL,MANUAL_WRENCH,120,10,117.7,,,SOP-GEN-0022,[],OK,[],
EVT-000220,2026-03-03T14:51:07.000Z,Truck-T,VIN7316122432,INTERIOR_ST-08,SUSPENSION_ARM_BOLT_F,DC_GUN,100,5,103.6,,,SOP-GEN-0016,[],OK,[],
EVT-000221,2026-03-03T14:51:59.000Z,EV-Q,VIN7026930365,FINAL_ASSY_ST-22,WHEEL_LUG_NUT_RR,DC_GUN,120,10,123.4,,,SOP-GEN-0070,[],OK,[],
EVT-000222,2026-03-03T14:52:37.000Z,Sedan-X,VIN7656585531,CHASSIS_ST-14,WHEEL_LUG_NUT_FR,MANUAL_WRENCH,120,10,118.8,,,SOP-GEN-0026,[],OK,[],
EVT-000223,2026-03-03T14:53:24.000Z,SUV-Z,VIN1619623590,POWERTRAIN_ST-05,ENGINE_MOUNT_REAR_RIGHT,PNEUMATIC_TQ,85,5,84.7,30.0,27.9,SOP-GEN-0006,[],OK,[],
EVT-000224,2026-03-03T14:55:04.000Z,Hatch-A,VIN8359820939,CHASSIS_ST-14,WHEEL_LUG_NUT_FR,MANUAL_WRENCH,120,10,122.2,,,SOP-GEN-0026,[],OK,[],
EVT-000225,2026-03-03T14:55:58.000Z,Truck-T,VIN2368076065,POWERTRAIN_ST-05,ENGINE_MOUNT_REAR_RIGHT,PNEUMATIC_TQ,85,5,84.1,30.0,28.9,SOP-GEN-0006,[],OK,[],
EVT-000226,2026-03-03T14:57:22.000Z,EV-Q,VIN6582557981,POWERTRAIN_ST-05,SUSPENSION_ARM_BOLT_R,DC_GUN,100,5,102.2,,,SOP-GEN-0034,[],OK,[],
EVT-000227,2026-03-03T14:58:23.000Z,SUV-Z,VIN3893976444,INTERIOR_ST-08,SUSPENSION_ARM_BOLT_F,DC_GUN,100,5,103.4,,,SOP-GEN-0016,[],OK,[],
EVT-000228,2026-03-03T14:59:20.000Z,Truck-T,VIN3480920839,POWERTRAIN_ST-05,WHEEL_LUG_NUT_FL,MANUAL_WRENCH,120,10,118.7,,,SOP-GEN-0022,[],OK,[],
EVT-000229,2026-03-03T15:00:01.000Z,EV-Q,VIN3923699745,FINAL_ASSY_ST-22,ENGINE_MOUNT_REAR_LEFT,MANUAL_WRENCH,85,5,84.6,30.0,29.5,SOP-GEN-0003,[],OK,[],
EVT-000230,2026-03-03T15:00:56.000Z,Hatch-A,VIN6170675398,INTERIOR_ST-08,ENGINE_MOUNT_FRONT_RIGHT,DC_GUN,85,5,87.0,15.0,16.3,SOP-GEN-0010,[],OK,[],
EVT-000231,2026-03-03T15:02:33.000Z,Truck-T,VIN8139209752,CHASSIS_ST-14,WHEEL_LUG_NUT_FR,MANUAL_WRENCH,120,10,120.2,,,SOP-GEN-0026,[],OK,[],
EVT-000232,2026-03-03T15:03:26.000Z,Truck-T,VIN8272725281,POWERTRAIN_ST-05,SUSPENSION_ARM_BOLT_R,DC_GUN,100,5,105.0,,,SOP-GEN-0034,[],OK,[],
EVT-000233,2026-03-03T15:04:35.000Z,SUV-Z,VIN8322868827,INTERIOR_ST-08,ENGINE_MOUNT_FRONT_RIGHT,DC_GUN,85,5,88.7,15.0,16.2,SOP-GEN-0010,[],OK,[],
EVT-000234,2026-03-03T15:06:00.000Z,Truck-T,VIN6469458472,INTERIOR_ST-08,SUSPENSION_ARM_BOLT_F,DC_GUN,100,5,103.9,,,SOP-GEN-0016,[],OK,[],
EVT-000235,2026-03-03T15:06:50.000Z,SUV-Z,VIN5475641477,INTERIOR_ST-08,STEERING_COLUMN_BOLT,ELECTRIC_ANGLE_GUN,40,5,41.0,,,SOP-GEN-0014,[],OK,[],
EVT-000236,2026-03-03T15:07:49.000Z,EV-Q,VIN8112345816,INTERIOR_ST-08,SUSPENSION_ARM_BOLT_F,DC_GUN,100,5,102.1,,,SOP-GEN-0016,[],OK,[],
EVT-000237,2026-03-03T15:09:02.000Z,Truck-T,VIN8285000265,INTERIOR_ST-08,ENGINE_MOUNT_FRONT_RIGHT,DC_GUN,85,5,89.8,15.0,16.8,SOP-GEN-0010,[],OK,[],
EVT-000238,2026-03-03T15:10:03.000Z,Hatch-A,VIN1225447588,FINAL_ASSY_ST-22,ENGINE_MOUNT_FRONT_LEFT,ELECTRIC_ANGLE_GUN,85,5,85.1,30.0,32.2,SOP-GEN-0036,[],OK,[],
EVT-000239,2026-03-03T15:11:29.000Z,EV-Q,VIN9434946584,POWERTRAIN_ST-05,BATTERY_HOLD_DOWN,PNEUMATIC_TQ,65,5,72.7,,,SOP-GEN-0023,[],OverTorque,"[""over_torque""]",
EVT-000240,2026-03-03T15:12:13.000Z,Sedan-X,VIN4957687327,CHASSIS_ST-14,WHEEL_LUG_NUT_FR,MANUAL_WRENCH,120,10,122.0,,,SOP-GEN-0026,[],OK,[],
EVT-000241,2026-03-03T15:12:56.000Z,SUV-Z,VIN4765583254,CHASSIS_ST-14,WHEEL_LUG_NUT_FR,MANUAL_WRENCH,120,10,122.0,,,SOP-GEN-0026,[],OK,[],
EVT-000242,2026-03-03T15:13:30.000Z,SUV-Z,VIN6517150278,FINAL_ASSY_ST-22,WHEEL_LUG_NUT_RR,DC_GUN,120,10,124.9,,,SOP-GEN-0070,[],OK,[],
EVT-000243,2026-03-03T15:14:30.000Z,Sedan-X,VIN2420277403,POWERTRAIN_ST-05,ENGINE_MOUNT_REAR_RIGHT,PNEUMATIC_TQ,85,5,85.7,30.0,28.6,SOP-GEN-0006,[],OK,[],
EVT-000244,2026-03-03T15:15:57.000Z,Hatch-A,VIN9147736635,FINAL_ASSY_ST-22,ENGINE_MOUNT_REAR_LEFT,MANUAL_WRENCH,85,5,85.9,30.0,30.1,SOP-GEN-0003,[],OK,[],
